ROWNO,LEGACY_CODE_NO,SPOT_NM,SPOT_STD_CODE,INFO_CREAT_INSTT_NM,CL_MIDDLE_NM,CL_SMALL_NM,DO_NM,CTY_NM,ADRES,ADMCODE,CRDNT_X,CRDNT_Y,ABL_AT,ABL_DE,DAY_AVG,CHARGE,INS_DATE,DEL_YN,OFFICE,OFFICE_TEL,BUILDING_NO,LOC_JIBUN,COMMT,YYYY,PERIOD,INSP_CHECK,UN_INSP_DESC,ACCEPT_YN,SUIT,UNSUIT,ITEM_GENBACLOW,ITEM_GENBACMID,ITEM_TOTBAC,ITEM_BAC,ITEM_FESTR,ITEM_BRANFUNGUS,ITEM_GRGUNGUS,ITEM_SALMOL,ITEM_SEGEL,ITEM_SULFUNGUS,ITEM_YERSINIA,ITEM_PB,ITEM_F,ITEM_GAS,ITEM_SE,ITEM_HG,ITEM_CN,ITEM_CR6,ITEM_NO3AM,ITEM_NO3N,ITEM_CD,ITEM_BORON,ITEM_BRO3,ITEM_PHENOL,ITEM_DIAZN,ITEM_PARAT,ITEM_PENITRO,ITEM_CARBARYL,ITEM_TCET,ITEM_TECE,ITEM_TCE,ITEM_DCM,ITEM_BENZENE,ITEM_TOLUENE,ITEM_ETILBEN,ITEM_XYLENE,ITEM_DCE,ITEM_CCL4,ITEM_DBCP,ITEM_C4H8O2,ITEM_GRADIENT,ITEM_KMN,ITEM_SMELL,ITEM_COLOR,ITEM_CU,ITEM_ABS,ITEM_PH,ITEM_ZN,ITEM_CL,ITEM_FE,ITEM_MN,ITEM_MUDDY,ITEM_SO42,ITEM_AL,ITEM_URAN,INSP_RST,FAIL_DESC,SAMP_DATE 
683,PUB_2667,대전리약수터,47250E060000002,경북,,,경상북도,상주시,경상북도 상주시 외서면 194,4725043000,,,N,,50,경상북도담당자,19960309,N,상하수도사업소,054-537-8785,,,,2017,8월,검사,,적합,22,0,0,,불검출,불검출,,,,,,,,,,,,,,,0,0.1,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,2017-08-31
684,PUB_2667,대전리약수터,47250E060000002,경북,,,경상북도,상주시,경상북도 상주시 외서면 194,4725043000,,,N,,50,경상북도담당자,19960309,N,상하수도사업소,054-537-8785,,,,2017,9월,검사,,부적합,18,4,0,,검출,불검출,,,,,,,,,,,,,,,0.01,0.2,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,총대장균군(검출) ,사용중지(재검사 적합),2017-09-20
685,PUB_2668,지산리약수터,47250E060000003,경북,,,경상북도,상주시,경상북도 상주시 이안면 82,4725046000,,,N,,50,경상북도담당자,19960309,N,상하수도사업소,054-537-8785,,,,2017,7월,검사,,적합,22,0,20,,불검출,불검출,,,,,,,,,,,,,,,0,1.8,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,2017-07-21
686,PUB_2668,지산리약수터,47250E060000003,경북,,,경상북도,상주시,경상북도 상주시 이안면 82,4725046000,,,N,,50,경상북도담당자,19960309,N,상하수도사업소,054-537-8785,,,,2017,8월,검사,,적합,22,0,10,,불검출,불검출,,,,,,,,,,,,,,,0,1.6,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,2017-08-31
687,PUB_2668,지산리약수터,47250E060000003,경북,,,경상북도,상주시,경상북도 상주시 이안면 82,4725046000,,,N,,50,경상북도담당자,19960309,N,상하수도사업소,054-537-8785,,,,2017,9월,검사,,부적합,18,4,65,,검출,불검출,,,,,,,,,,,,,,,0.01,2.1,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,총대장균군(검출) ,사용중지(재검사 적합),2017-09-20
688,PUB_2669,조곡약수터,47280E060000001,경북,,,경상북도,문경시,경상북도 문경시 문경읍 상초리,4728025030,,,N,,400,경상북도담당자,19950816,N,수도사업소,054-550-8344,,,,2017,7월,미검사,안심,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-07-01
689,PUB_2669,조곡약수터,47280E060000001,경북,,,경상북도,문경시,경상북도 문경시 문경읍 상초리,4728025030,,,N,,400,경상북도담당자,19950816,N,수도사업소,054-550-8344,,,,2017,8월,미검사,안심,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-08-01
690,PUB_2669,조곡약수터,47280E060000001,경북,,,경상북도,문경시,경상북도 문경시 문경읍 상초리,4728025030,,,N,,400,경상북도담당자,19950816,N,수도사업소,054-550-8344,,,,2017,9월,검사,,적합,22,0,2,,불검출,,불검출,,,,,,,,,,,,,,0,0.5,,,,,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,2017-09-19
691,PUB_2670,조령약수터,47280E060000002,경북,,,경상북도,문경시,경상북도 문경시 문경읍 ,4728025000,,,N,,300,경상북도담당자,19950816,N,수도사업소,054-550-8344,,,,2017,7월,미검사,안심,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-07-01
692,PUB_2670,조령약수터,47280E060000002,경북,,,경상북도,문경시,경상북도 문경시 문경읍 ,4728025000,,,N,,300,경상북도담당자,19950816,N,수도사업소,054-550-8344,,,,2017,8월,미검사,안심,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-08-01
693,PUB_2670,조령약수터,47280E060000002,경북,,,경상북도,문경시,경상북도 문경시 문경읍 ,4728025000,,,N,,300,경상북도담당자,19950816,N,수도사업소,054-550-8344,,,,2017,9월,검사,,적합,22,0,11,,불검출,,불검출,,,,,,,,,,,,,,0,0.8,,,,,,,,,,,,,,,,,,,,,,,1.1,,,,,,,,,,,,,,,2017-09-19
694,PUB_2671,마지막골약수터,47280E060000003,경북,,,경상북도,문경시,경상북도 문경시 불정동 339-8,4728010700,,,N,,250,경상북도담당자,19950816,N,수도사업소,054-550-8344,,,,2017,7월,미검사,안심,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-07-01
695,PUB_2671,마지막골약수터,47280E060000003,경북,,,경상북도,문경시,경상북도 문경시 불정동 339-8,4728010700,,,N,,250,경상북도담당자,19950816,N,수도사업소,054-550-8344,,,,2017,8월,미검사,안심,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-08-01
696,PUB_2671,마지막골약수터,47280E060000003,경북,,,경상북도,문경시,경상북도 문경시 불정동 339-8,4728010700,,,N,,250,경상북도담당자,19950816,N,수도사업소,054-550-8344,,,,2017,9월,검사,,적합,22,0,0,,불검출,,불검출,,,,,,,,,,,,,,0,0.6,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,2017-09-19
697,PUB_2672,돈달약수터,47280E060000004,경북,,,경상북도,문경시,경상북도 문경시 점촌동 15-10,4728010100,,,N,,70,경상북도담당자,19950816,N,수도사업소,054-550-8344,,,,2017,7월,미검사,안심,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-07-01
698,PUB_2672,돈달약수터,47280E060000004,경북,,,경상북도,문경시,경상북도 문경시 점촌동 15-10,4728010100,,,N,,70,경상북도담당자,19950816,N,수도사업소,054-550-8344,,,,2017,8월,미검사,안심,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-08-01
699,PUB_2672,돈달약수터,47280E060000004,경북,,,경상북도,문경시,경상북도 문경시 점촌동 15-10,4728010100,,,N,,70,경상북도담당자,19950816,N,수도사업소,054-550-8344,,,,2017,9월,검사,,적합,22,0,0,,불검출,,불검출,,,,,,,,,,,,,,0,1.1,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,2017-09-19
700,PUB_2673,성림약수터,47280E060000005,경북,,,경상북도,문경시,경상북도 문경시 흥덕동 5-1,4728010300,,,N,,80,경상북도담당자,19950816,N,수도사업소,054-550-8344,,,,2017,7월,미검사,안심,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-07-01
701,PUB_2673,성림약수터,47280E060000005,경북,,,경상북도,문경시,경상북도 문경시 흥덕동 5-1,4728010300,,,N,,80,경상북도담당자,19950816,N,수도사업소,054-550-8344,,,,2017,8월,미검사,안심,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-08-01
702,PUB_2673,성림약수터,47280E060000005,경북,,,경상북도,문경시,경상북도 문경시 흥덕동 5-1,4728010300,,,N,,80,경상북도담당자,19950816,N,수도사업소,054-550-8344,,,,2017,9월,검사,,적합,22,0,0,,불검출,,불검출,,,,,,,,,,,,,,0,0.5,,,,,,,,,,,,,,,,,,,,,,,1.3,,,,,,,,,,,,,,,2017-09-19
703,PUB_2674,매봉약수터,47280E060000006,경북,,,경상북도,문경시,경상북도 문경시 모전동 620-3,4728011000,,,N,,70,경상북도담당자,19950816,N,수도사업소,054-550-8344,,,,2017,7월,미검사,안심,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-07-01
704,PUB_2665,지경터,47210E060000001,경북,,,경상북도,영주시,경상북도 영주시 봉현면 1-1,4721036000,,,N,,60,경상북도담당자,19810718,N,영주시수도사업소,054-639-7273,,,,2017,7월,검사,,적합,22,0,8,,불검출,,불검출,,,,,,,,,,,,,,0,2.1,,,,,,,,,,,,,,,,,,,,,,,2.7,,,,,,,,,,,,,,,2017-07-13
705,PUB_2674,매봉약수터,47280E060000006,경북,,,경상북도,문경시,경상북도 문경시 모전동 620-3,4728011000,,,N,,70,경상북도담당자,19950816,N,수도사업소,054-550-8344,,,,2017,8월,미검사,안심,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-08-01
706,PUB_2674,매봉약수터,47280E060000006,경북,,,경상북도,문경시,경상북도 문경시 모전동 620-3,4728011000,,,N,,70,경상북도담당자,19950816,N,수도사업소,054-550-8344,,,,2017,9월,검사,,적합,22,0,0,,불검출,,불검출,,,,,,,,,,,,,,0,0.8,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,2017-09-19
707,PUB_2675,진남약수터,47280E060000007,경북,,,경상북도,문경시,경상북도 문경시 마성면 123-18,4728036000,,,N,,150,경상북도담당자,20020620,N,수도사업소,054-550-8344,,,,2017,7월,미검사,안심,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-07-01
708,PUB_2675,진남약수터,47280E060000007,경북,,,경상북도,문경시,경상북도 문경시 마성면 123-18,4728036000,,,N,,150,경상북도담당자,20020620,N,수도사업소,054-550-8344,,,,2017,8월,미검사,안심,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-08-01
709,PUB_2675,진남약수터,47280E060000007,경북,,,경상북도,문경시,경상북도 문경시 마성면 123-18,4728036000,,,N,,150,경상북도담당자,20020620,N,수도사업소,054-550-8344,,,,2017,9월,검사,,적합,22,0,0,,불검출,,불검출,,,,,,,,,,,,,,0,1.6,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,2017-09-19
710,PUB_2676,달기약수터,47750E060000001,경북,,,경상북도,청송군,경상북도 청송군 청송읍 735,4775025000,,,N,,100,경상북도담당자,19950828,N,도시경관과,054-870-6345,,,,2017,7월,검사,,적합,22,0,0,,불검출,,불검출,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,,음용경고문 부착,2017-07-27
711,PUB_2676,달기약수터,47750E060000001,경북,,,경상북도,청송군,경상북도 청송군 청송읍 735,4775025000,,,N,,100,경상북도담당자,19950828,N,도시경관과,054-870-6345,,,,2017,8월,미검사,양호,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-08-01
712,PUB_3504,북한산공원냉골조기회,11305E060000008,서울,,,서울특별시,강북구,서울특별시 강북구 수유동 ,1130510300,,,N,,100,서울시담당자,,N,,,,,,2017,8월,검사,,부적합,6,1,,4,검출,불검출,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,총대장균군(검출),홍보 안내 및 주위 환경 청소,2017-08-09
713,PUB_3511,북한산공원범골조기회,11305E060000014,서울,,,서울특별시,강북구,서울특별시 강북구 수유동 ,1130510300,,,N,,100,서울시담당자,,N,,,,,,2017,8월,검사,,적합,7,0,,100,불검출,불검출,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-08-09
714,PUB_3515,북한산공원삼성암밑,11305E060000016,서울,,,서울특별시,강북구,서울특별시 강북구 수유동 ,1130510300,,,N,,100,서울시담당자,,N,,,,,,2017,8월,검사,,부적합,5,2,,0,검출,검출,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,총대장균군(검출) 대장균(검출),홍보 안내 및 주위 환경 청소,2017-08-09
715,PUB_3516,북한산공원세심조기회,11305E060000017,서울,,,서울특별시,강북구,서울특별시 강북구 수유동 ,1130510300,,,N,,100,서울시담당자,,N,,,,,,2017,8월,미검사,비우려등급,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-08-01
716,PUB_3517,북한산공원세심천(우이),11305E060000018,서울,,,서울특별시,강북구,서울특별시 강북구 우이동 ,1130510400,,,N,,150,서울시담당자,,N,,,,,,2017,8월,검사,,부적합,6,1,,2,검출,불검출,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,총대장균군(검출),홍보 안내 및 주위 환경 청소,2017-08-09
717,PUB_3518,북한산공원세심천(정릉),11290E060000004,서울,,,서울특별시,성북구,서울특별시 성북구 정릉동 ,1129013300,,,N,,150,서울시담당자,,N,,,,,,2017,8월,검사,,부적합,6,1,,7,검출,불검출,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,총대장균군(검출),홍보 안내 및 주위 환경 청소,2017-08-28
718,PUB_3524,북한산공원신성천,11290E060000005,서울,,,서울특별시,성북구,서울특별시 성북구 정릉동 ,1129013300,,,N,,200,서울시담당자,,N,,,,,,2017,8월,검사,,부적합,5,2,,2,검출,검출,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,총대장균군(검출) 대장균(검출),홍보 안내 및 주위 환경 청소,2017-08-28
719,PUB_3527,북한산공원영비천,11305E060000023,서울,,,서울특별시,강북구,서울특별시 강북구 수유동 ,1130510300,,,N,,100,서울시담당자,,N,,,,,,2017,8월,검사,,부적합,6,1,,3,검출,불검출,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,총대장균군(검출),홍보 안내 및 주위 환경 청소,2017-08-09
720,PUB_2238,오읍,28710E060000001,인천,,,인천광역시,강화군,인천광역시 강화군 강화읍 129-1,2871025000,,,N,,100,인천시담당자,20030401,N,재난수질관리과,032-930-3693,,,,2017,8월,검사,,적합,22,0,0,,불검출,,불검출,,,,,,,,,,,,,,불검출,1.7,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,2017-08-07
721,PUB_2238,오읍,28710E060000001,인천,,,인천광역시,강화군,인천광역시 강화군 강화읍 129-1,2871025000,,,N,,100,인천시담당자,20030401,N,재난수질관리과,032-930-3693,,,,2017,9월,검사,,부적합,18,4,13,,검출,,불검출,,,,,,,,,,,,,,불검출,1.7,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,총대장균군(검출),,2017-09-20
722,PUB_2239,남산,28710E060000002,인천,,,인천광역시,강화군,인천광역시 강화군 강화읍 14-1,2871025000,,,N,,100,인천시담당자,20030401,N,재난수질관리과,032-930-3693,,,,2017,7월,검사,,부적합,17,5,210,,검출,,불검출,,,,,,,,,,,,,,불검출,0.4,,,,,,,,,,,,,,,,,,,,,,,1.3,,,,,,,,,,,,,총대장균군(검출) 일반세균(210.0),,2017-07-24
723,PUB_2239,남산,28710E060000002,인천,,,인천광역시,강화군,인천광역시 강화군 강화읍 14-1,2871025000,,,N,,100,인천시담당자,20030401,N,재난수질관리과,032-930-3693,,,,2017,8월,검사,,적합,22,0,0,,불검출,,불검출,,,,,,,,,,,,,,불검출,1.3,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,2017-08-07
724,PUB_2239,남산,28710E060000002,인천,,,인천광역시,강화군,인천광역시 강화군 강화읍 14-1,2871025000,,,N,,100,인천시담당자,20030401,N,재난수질관리과,032-930-3693,,,,2017,9월,검사,,부적합,18,4,70,,검출,,불검출,,,,,,,,,,,,,,불검출,1.8,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,총대장균군(검출),,2017-09-20
725,PUB_2240,찬우물,28710E060000003,인천,,,인천광역시,강화군,인천광역시 강화군 선원면 냉정리125,2871031027,,,N,,120,인천시담당자,20030401,N,재난수질관리과,032-930-3693,,,,2017,7월,검사,,적합,22,0,0,,불검출,,불검출,,,,,,,,,,,,,,불검출,1.3,,,,,,,,,,,,,,,,,,,,,,,1.4,,,,,,,,,,,,,,,2017-07-05
726,PUB_2240,찬우물,28710E060000003,인천,,,인천광역시,강화군,인천광역시 강화군 선원면 냉정리125,2871031027,,,N,,120,인천시담당자,20030401,N,재난수질관리과,032-930-3693,,,,2017,8월,검사,,적합,22,0,0,,불검출,,불검출,,,,,,,,,,,,,,불검출,1.8,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,2017-08-07
727,PUB_2240,찬우물,28710E060000003,인천,,,인천광역시,강화군,인천광역시 강화군 선원면 냉정리125,2871031027,,,N,,120,인천시담당자,20030401,N,재난수질관리과,032-930-3693,,,,2017,9월,검사,,부적합,18,4,14,,검출,,불검출,,,,,,,,,,,,,,불검출,1.6,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,총대장균군(검출),,2017-09-20
728,PUB_2241,하우,28710E060000004,인천,,,인천광역시,강화군,인천광역시 강화군 양도면 105,2871035000,,,N,,60,인천시담당자,20030401,N,재난수질관리과,032-930-3693,,,,2017,7월,미검사,수원고갈,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-07-01
729,PUB_2241,하우,28710E060000004,인천,,,인천광역시,강화군,인천광역시 강화군 양도면 105,2871035000,,,N,,60,인천시담당자,20030401,N,재난수질관리과,032-930-3693,,,,2017,8월,미검사,수원고갈,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-08-01
730,PUB_2241,하우,28710E060000004,인천,,,인천광역시,강화군,인천광역시 강화군 양도면 105,2871035000,,,N,,60,인천시담당자,20030401,N,재난수질관리과,032-930-3693,,,,2017,9월,미검사,수원고갈,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-09-01
731,PUB_3587,마니산,28720E060000002,인천,,,인천광역시,강화군,인천광역시 강화군 화도면 32-1,2871034000,,,N,,250,인천광역시담당자,,N,,,,,,2017,7월,검사,,부적합,17,5,320,,검출,,불검출,,,,,,,,,,,,,,불검출,2.4,,,,,,,,,,,,,,,,,,,,,,,2.2,,,,,,,,,,,,,총대장균군(검출) 일반세균(320.0),,2017-07-24
732,PUB_2157,두꺼비,26200E060000006,부산,,,부산광역시,영도구,부산광역시 영도구 동삼동 29-5,2620012100,,,N,,60,미검사,,N,환경지도과,051-419-4394,,,,2017,9월,미검사,안심등급,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-09-01
733,PUB_2158,복어,26200E060000007,부산,,,부산광역시,영도구,부산광역시 영도구 동삼동 29-5,2620012100,,,N,,70,미검사,,N,환경지도과,051-419-4394,,,,2017,7월,검사,,적합,22,0,0,,불검출,,불검출,,,,,,,,,,,,,,불검출,1.3,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,2017-07-17
734,PUB_2044,물망골2,26410E060000008,부산,,,부산광역시,금정구,부산광역시 금정구 구서동 4-8,2641010700,,,N,,100,검사담당자,,N,환경위생과,051-519-4392,,,,2017,8월,검사,,적합,22,0,15,,불검출,,불검출,,,,,,,,,,,,,,불검출,4.4,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,2017-08-30
735,PUB_2044,물망골2,26410E060000008,부산,,,부산광역시,금정구,부산광역시 금정구 구서동 4-8,2641010700,,,N,,100,검사담당자,,N,환경위생과,051-519-4392,,,,2017,9월,검사,,부적합,14,8,78,,검출,,검출,,,,,,,,,,,,,,불검출,4.3,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,총대장균군(검출) 총대장균군(검출),10월중 재검사 예정 음용금지 안내문 부착,2017-09-20
736,PUB_2045,용머리,26410E060000009,부산,,,부산광역시,금정구,부산광역시 금정구 구서동 4-8,2641010700,,,N,,50,검사담당자,,N,환경위생과,051-519-4392,,,,2017,7월,미검사,수량부족,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-07-25
737,PUB_2045,용머리,26410E060000009,부산,,,부산광역시,금정구,부산광역시 금정구 구서동 4-8,2641010700,,,N,,50,검사담당자,,N,환경위생과,051-519-4392,,,,2017,8월,미검사,수량 고갈,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-08-01
738,PUB_2045,용머리,26410E060000009,부산,,,부산광역시,금정구,부산광역시 금정구 구서동 4-8,2641010700,,,N,,50,검사담당자,,N,환경위생과,051-519-4392,,,,2017,9월,검사,,부적합,13,9,112,,검출,,검출,,,,,,,,,,,,,,불검출,1.3,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,총대장균군(검출) 총대장균군(검출) 일반세균(112.0),10월중 재검사 예정 음용금지 안내문 부착,2017-09-20
739,PUB_2047,제일,26410E060000011,부산,,,부산광역시,금정구,부산광역시 금정구 서동 1,2641011000,,,N,,50,검사담당자,,N,환경위생과,051-519-4392,,,,2017,7월,검사,,적합,22,0,0,,불검출,,불검출,,,,,,,,,,,,,,불검출,2.6,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,2017-07-25
740,PUB_2047,제일,26410E060000011,부산,,,부산광역시,금정구,부산광역시 금정구 서동 1,2641011000,,,N,,50,검사담당자,,N,환경위생과,051-519-4392,,,,2017,8월,검사,,부적합,14,8,60,,검출,,검출,,,,,,,,,,,,,,불검출,2.3,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,총대장균군(검출) 총대장균군(검출),적합,2017-08-28
741,PUB_2047,제일,26410E060000011,부산,,,부산광역시,금정구,부산광역시 금정구 서동 1,2641011000,,,N,,50,검사담당자,,N,환경위생과,051-519-4392,,,,2017,9월,검사,,적합,22,0,20,,불검출,,불검출,,,,,,,,,,,,,,불검출,2.9,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,2017-09-20
742,PUB_2048,서곡,26410E060000012,부산,,,부산광역시,금정구,부산광역시 금정구 서동 103,2641011000,,,N,,150,검사담당자,,N,환경위생과,051-519-4392,,,,2017,7월,검사,,적합,22,0,0,,불검출,,불검출,,,,,,,,,,,,,,불검출,2.5,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,2017-07-25
743,PUB_2048,서곡,26410E060000012,부산,,,부산광역시,금정구,부산광역시 금정구 서동 103,2641011000,,,N,,150,검사담당자,,N,환경위생과,051-519-4392,,,,2017,8월,검사,,적합,22,0,10,,불검출,,불검출,,,,,,,,,,,,,,불검출,0.9,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,2017-08-28
744,PUB_2048,서곡,26410E060000012,부산,,,부산광역시,금정구,부산광역시 금정구 서동 103,2641011000,,,N,,150,검사담당자,,N,환경위생과,051-519-4392,,,,2017,9월,검사,,적합,22,0,10,,불검출,,불검출,,,,,,,,,,,,,,불검출,2.9,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,2017-09-20
745,PUB_2049,서천,26410E060000013,부산,,,부산광역시,금정구,부산광역시 금정구 금사동 544,2641011100,,,N,,100,검사담당자,,N,환경위생과,051-519-4392,,,,2017,7월,검사,,적합,22,0,0,,불검출,,불검출,,,,,,,,,,,,,,불검출,5.7,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,2017-07-25
746,PUB_2049,서천,26410E060000013,부산,,,부산광역시,금정구,부산광역시 금정구 금사동 544,2641011100,,,N,,100,검사담당자,,N,환경위생과,051-519-4392,,,,2017,8월,검사,,부적합,14,8,88,,검출,,검출,,,,,,,,,,,,,,불검출,3.5,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,총대장균군(검출) 총대장균군(검출),적합,2017-08-28
747,PUB_2049,서천,26410E060000013,부산,,,부산광역시,금정구,부산광역시 금정구 금사동 544,2641011100,,,N,,100,검사담당자,,N,환경위생과,051-519-4392,,,,2017,9월,검사,,적합,22,0,32,,불검출,,불검출,,,,,,,,,,,,,,불검출,3,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,2017-09-20
748,PUB_2051,여명,26410E060000015,부산,,,부산광역시,금정구,부산광역시 금정구 금사동 9,2641011100,,,N,,150,검사담당자,,N,환경위생과,051-519-4392,,,,2017,7월,검사,,적합,22,0,0,,불검출,,불검출,,,,,,,,,,,,,,불검출,5.7,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,2017-07-25
749,PUB_2051,여명,26410E060000015,부산,,,부산광역시,금정구,부산광역시 금정구 금사동 9,2641011100,,,N,,150,검사담당자,,N,환경위생과,051-519-4392,,,,2017,8월,검사,,적합,22,0,2,,불검출,,불검출,,,,,,,,,,,,,,불검출,5.4,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,2017-08-29
750,PUB_2051,여명,26410E060000015,부산,,,부산광역시,금정구,부산광역시 금정구 금사동 9,2641011100,,,N,,150,검사담당자,,N,환경위생과,051-519-4392,,,,2017,9월,검사,,적합,22,0,5,,불검출,,불검출,,,,,,,,,,,,,,불검출,3,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,2017-09-20
751,PUB_2052,윤산,26410E060000016,부산,,,부산광역시,금정구,부산광역시 금정구 부곡동 15-17,2641010900,,,N,,50,검사담당자,,N,환경위생과,051-519-4392,,,,2017,7월,미검사,수량부족,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-07-25
